Operation,RouterA,RouterB
ADD_LINK,51396,88986
ADD_LINK,27000,77944
REMOVE_LINK,72468,69714
ADD_LINK,86981,4171
ADD_LINK,69548,15113
ADD_LINK,51625,48374
ADD_LINK,14687,3676
CHECK_CONNECTIVITY,39191,19770
CHECK_CONNECTIVITY,9882,75827
REMOVE_LINK,81768,56915
ADD_LINK,309,110
REMOVE_LINK,68012,37874
REMOVE_LINK,37158,81095
REMOVE_LINK,79840,44419
REMOVE_LINK,12395,21844
CHECK_CONNECTIVITY,70092,55933
REMOVE_LINK,68407,75416
ADD_LINK,50811,77392
ADD_LINK,88038,79748
CHECK_CONNECTIVITY,3461,75272
REMOVE_LINK,15479,88616
REMOVE_LINK,57469,23351
CHECK_CONNECTIVITY,31378,80291
REMOVE_LINK,36433,68917
CHECK_CONNECTIVITY,38391,67198
REMOVE_LINK,32025,48818
REMOVE_LINK,77275,31332
ADD_LINK,56604,38440
CHECK_CONNECTIVITY,47309,47776
ADD_LINK,69725,36874
ADD_LINK,5855,12841
ADD_LINK,35830,34727
REMOVE_LINK,10906,25802
CHECK_CONNECTIVITY,29980,20896
REMOVE_LINK,51866,9579
CHECK_CONNECTIVITY,66007,14808
REMOVE_LINK,24686,22877
ADD_LINK,79555,67008
CHECK_CONNECTIVITY,61489,37399
REMOVE_LINK,24314,46625
CHECK_CONNECTIVITY,37200,12805
REMOVE_LINK,51208,36104
REMOVE_LINK,40749,66597
CHECK_CONNECTIVITY,55994,12659
ADD_LINK,42496,54874
CHECK_CONNECTIVITY,14922,77482
REMOVE_LINK,37724,41686
REMOVE_LINK,54204,78017
REMOVE_LINK,70075,25556
ADD_LINK,8050,17093
CHECK_CONNECTIVITY,43892,78192
REMOVE_LINK,46589,73236
CHECK_CONNECTIVITY,70539,38477
CHECK_CONNECTIVITY,56202,777
ADD_LINK,4076,11320
CHECK_CONNECTIVITY,34154,75384
ADD_LINK,13732,14694
REMOVE_LINK,43298,72915
ADD_LINK,74014,62378
REMOVE_LINK,85632,31263
REMOVE_LINK,23182,41795
CHECK_CONNECTIVITY,3589,60354
ADD_LINK,5193,44383
ADD_LINK,50284,23463
ADD_LINK,4148,21083
REMOVE_LINK,54234,49772
REMOVE_LINK,22018,26996
ADD_LINK,82492,73033
CHECK_CONNECTIVITY,16386,5454
REMOVE_LINK,48834,30731
CHECK_CONNECTIVITY,19472,66244
ADD_LINK,7327,41898
REMOVE_LINK,22,65460
CHECK_CONNECTIVITY,12762,58144
REMOVE_LINK,80683,70546
ADD_LINK,73568,38623
CHECK_CONNECTIVITY,14562,37901
CHECK_CONNECTIVITY,3430,45033
CHECK_CONNECTIVITY,16537,9885
ADD_LINK,35276,86466
ADD_LINK,21357,78838
CHECK_CONNECTIVITY,64682,65282
ADD_LINK,4249,48003
REMOVE_LINK,32710,59714
REMOVE_LINK,63104,57467
CHECK_CONNECTIVITY,20216,46823
REMOVE_LINK,42844,36856
REMOVE_LINK,23092,40843
REMOVE_LINK,83897,34945
ADD_LINK,50540,23889
ADD_LINK,16204,39441
ADD_LINK,9403,31817
REMOVE_LINK,5644,85011
ADD_LINK,62497,5540
CHECK_CONNECTIVITY,86133,81596
REMOVE_LINK,87094,42225
ADD_LINK,33588,46254
ADD_LINK,87819,1416
REMOVE_LINK,43646,78756
REMOVE_LINK,53813,42784
REMOVE_LINK,49699,207
REMOVE_LINK,70323,42574
REMOVE_LINK,40636,40703
ADD_LINK,85761,29111
CHECK_CONNECTIVITY,30900,49424
REMOVE_LINK,71195,46098
CHECK_CONNECTIVITY,69725,68379
REMOVE_LINK,49269,38736
ADD_LINK,84596,41837
ADD_LINK,35289,40238
CHECK_CONNECTIVITY,86642,83473
CHECK_CONNECTIVITY,36677,2750
CHECK_CONNECTIVITY,48670,40591
REMOVE_LINK,28492,50996
REMOVE_LINK,79603,28517
REMOVE_LINK,33497,54081
ADD_LINK,4414,53483
ADD_LINK,5271,65652
REMOVE_LINK,15697,39994
CHECK_CONNECTIVITY,64186,27778
ADD_LINK,2269,15084
REMOVE_LINK,19853,86161
CHECK_CONNECTIVITY,39754,49873
CHECK_CONNECTIVITY,44359,52816
ADD_LINK,50177,36109
ADD_LINK,87785,23199
ADD_LINK,21407,41240
CHECK_CONNECTIVITY,1379,8050
ADD_LINK,54519,27259
CHECK_CONNECTIVITY,37040,73821
ADD_LINK,6626,19130
ADD_LINK,70871,41095
ADD_LINK,66379,51773
REMOVE_LINK,87868,43374
ADD_LINK,59980,64995
ADD_LINK,83325,78445
CHECK_CONNECTIVITY,34539,59963
ADD_LINK,30288,40750
CHECK_CONNECTIVITY,62759,54375
CHECK_CONNECTIVITY,60446,76815
ADD_LINK,53197,18724
REMOVE_LINK,23125,69566
REMOVE_LINK,18218,13265
CHECK_CONNECTIVITY,76813,44615
CHECK_CONNECTIVITY,56810,81934
CHECK_CONNECTIVITY,3742,66502
REMOVE_LINK,52854,47411
CHECK_CONNECTIVITY,71929,89305
ADD_LINK,77380,3139
REMOVE_LINK,89060,28310
CHECK_CONNECTIVITY,59519,42850
CHECK_CONNECTIVITY,9029,53289
CHECK_CONNECTIVITY,56870,42433
ADD_LINK,37623,65052
ADD_LINK,69500,66177
CHECK_CONNECTIVITY,62320,39309
REMOVE_LINK,45156,2075
ADD_LINK,23932,19566
ADD_LINK,43847,19455
ADD_LINK,28537,748
CHECK_CONNECTIVITY,12953,38179
ADD_LINK,37524,36604
ADD_LINK,17600,60632
ADD_LINK,15860,65215
ADD_LINK,40803,50897
REMOVE_LINK,60986,73980
CHECK_CONNECTIVITY,33464,76421
CHECK_CONNECTIVITY,11655,26298
CHECK_CONNECTIVITY,79593,22868
CHECK_CONNECTIVITY,18528,82633
CHECK_CONNECTIVITY,79145,70317
REMOVE_LINK,84316,87229
ADD_LINK,10479,82713
ADD_LINK,9624,51956
CHECK_CONNECTIVITY,57898,5169
ADD_LINK,21645,37869
ADD_LINK,20603,5434
ADD_LINK,33112,63107
REMOVE_LINK,52042,45550
ADD_LINK,11161,9847
REMOVE_LINK,20103,67720
CHECK_CONNECTIVITY,82552,9873
REMOVE_LINK,86791,43661
CHECK_CONNECTIVITY,88547,83565
ADD_LINK,73799,75919
REMOVE_LINK,18543,72290
ADD_LINK,50528,69574
CHECK_CONNECTIVITY,42447,24357
REMOVE_LINK,12425,5616
REMOVE_LINK,14563,67236
CHECK_CONNECTIVITY,36763,28801
ADD_LINK,17242,25906
CHECK_CONNECTIVITY,31865,30699
ADD_LINK,58047,26376
CHECK_CONNECTIVITY,13093,86629
CHECK_CONNECTIVITY,54870,55491
REMOVE_LINK,19410,64929
ADD_LINK,72307,24663
REMOVE_LINK,5445,83606
REMOVE_LINK,5825,19735
CHECK_CONNECTIVITY,56927,52042
REMOVE_LINK,65721,12409
REMOVE_LINK,37198,70914
CHECK_CONNECTIVITY,76627,15285
ADD_LINK,288,32774
REMOVE_LINK,19327,20795
CHECK_CONNECTIVITY,88203,66528
ADD_LINK,3182,65875
ADD_LINK,75558,86351
ADD_LINK,27569,28272
REMOVE_LINK,85182,42587
CHECK_CONNECTIVITY,36849,46754
REMOVE_LINK,23593,75018
REMOVE_LINK,87635,59157
CHECK_CONNECTIVITY,85386,22129
ADD_LINK,79562,61967
ADD_LINK,43132,52561
CHECK_CONNECTIVITY,22602,87564
CHECK_CONNECTIVITY,3327,65828
REMOVE_LINK,31875,47007
CHECK_CONNECTIVITY,40985,14548
CHECK_CONNECTIVITY,1879,54659
ADD_LINK,66834,37557
ADD_LINK,13885,10510
CHECK_CONNECTIVITY,66897,55346
ADD_LINK,81689,9429
REMOVE_LINK,28343,84546
REMOVE_LINK,24901,43303
REMOVE_LINK,57955,70583
ADD_LINK,39515,85975
CHECK_CONNECTIVITY,9034,87709
CHECK_CONNECTIVITY,81774,1091
CHECK_CONNECTIVITY,16009,64565
REMOVE_LINK,63334,43482
CHECK_CONNECTIVITY,75241,59645
CHECK_CONNECTIVITY,39155,12206
CHECK_CONNECTIVITY,57123,55325
ADD_LINK,14238,80542
CHECK_CONNECTIVITY,6311,47508
REMOVE_LINK,75676,39724
ADD_LINK,32228,14450
REMOVE_LINK,49062,18550
ADD_LINK,43806,27417
CHECK_CONNECTIVITY,75655,5154
REMOVE_LINK,38607,78346
CHECK_CONNECTIVITY,59672,73504
REMOVE_LINK,25611,11412
ADD_LINK,87593,27232
ADD_LINK,53567,25974
REMOVE_LINK,77774,46087
CHECK_CONNECTIVITY,14319,29821
REMOVE_LINK,36998,29758
REMOVE_LINK,60982,30934
CHECK_CONNECTIVITY,21693,58049
ADD_LINK,58061,11203
REMOVE_LINK,37585,71411
CHECK_CONNECTIVITY,5375,9851
CHECK_CONNECTIVITY,82587,41444
CHECK_CONNECTIVITY,56664,42546
REMOVE_LINK,34889,41030
ADD_LINK,14577,73124
CHECK_CONNECTIVITY,81124,39066
REMOVE_LINK,48846,50232
ADD_LINK,9485,39235
CHECK_CONNECTIVITY,27698,4377
ADD_LINK,59954,8831
CHECK_CONNECTIVITY,66479,17183
CHECK_CONNECTIVITY,37451,74361
REMOVE_LINK,11261,49583
REMOVE_LINK,39320,83133
REMOVE_LINK,17964,35929
REMOVE_LINK,67212,21300
CHECK_CONNECTIVITY,26471,38260
REMOVE_LINK,27457,5890
REMOVE_LINK,4980,34381
ADD_LINK,39271,54212
CHECK_CONNECTIVITY,73359,62363
CHECK_CONNECTIVITY,83893,26663
CHECK_CONNECTIVITY,13638,88978
CHECK_CONNECTIVITY,11010,41625
REMOVE_LINK,81419,10386
REMOVE_LINK,8635,48988
CHECK_CONNECTIVITY,57394,29767
ADD_LINK,84129,22734
REMOVE_LINK,10312,45440
ADD_LINK,30318,7485
CHECK_CONNECTIVITY,66759,60231
ADD_LINK,71371,21653
REMOVE_LINK,85803,22477
CHECK_CONNECTIVITY,68127,37213
ADD_LINK,41147,19873
CHECK_CONNECTIVITY,72826,45195
REMOVE_LINK,87428,19122
ADD_LINK,31046,6533
CHECK_CONNECTIVITY,10780,39844
CHECK_CONNECTIVITY,67485,80050
CHECK_CONNECTIVITY,65260,61774
CHECK_CONNECTIVITY,18655,60291
ADD_LINK,68889,40300
CHECK_CONNECTIVITY,73581,16384
CHECK_CONNECTIVITY,54389,39552
ADD_LINK,77042,89663
REMOVE_LINK,8694,35145
REMOVE_LINK,69772,51278
REMOVE_LINK,84674,71386
CHECK_CONNECTIVITY,72815,67530
REMOVE_LINK,37129,22825
CHECK_CONNECTIVITY,28971,80653
CHECK_CONNECTIVITY,22118,73082
REMOVE_LINK,79931,25659
ADD_LINK,80934,77450
CHECK_CONNECTIVITY,16244,37437
CHECK_CONNECTIVITY,86183,66352
REMOVE_LINK,36292,41022
ADD_LINK,4513,59870
REMOVE_LINK,4968,22344
ADD_LINK,29800,69458
ADD_LINK,35907,25815
CHECK_CONNECTIVITY,45424,9450
ADD_LINK,44060,75503
CHECK_CONNECTIVITY,75541,79572
ADD_LINK,40967,78045
REMOVE_LINK,64494,49604
REMOVE_LINK,79217,14440
ADD_LINK,69327,11994
REMOVE_LINK,44302,85422
REMOVE_LINK,51454,53466
REMOVE_LINK,18372,66388
CHECK_CONNECTIVITY,81086,37529
CHECK_CONNECTIVITY,60477,74789
CHECK_CONNECTIVITY,9083,22379
CHECK_CONNECTIVITY,19121,48529
REMOVE_LINK,15334,23615
REMOVE_LINK,18128,24051
ADD_LINK,74703,17104
REMOVE_LINK,67579,38114
REMOVE_LINK,53203,61781
CHECK_CONNECTIVITY,57226,10610
ADD_LINK,22074,31991
REMOVE_LINK,72810,5485
CHECK_CONNECTIVITY,31590,11860
REMOVE_LINK,30907,6761
REMOVE_LINK,40000,74751
REMOVE_LINK,64697,8481
REMOVE_LINK,63513,59947
REMOVE_LINK,74909,44750
ADD_LINK,54727,16845
ADD_LINK,89357,59260
REMOVE_LINK,2840,18655
ADD_LINK,34019,39879
REMOVE_LINK,89927,87768
REMOVE_LINK,86892,39238
REMOVE_LINK,60809,63181
CHECK_CONNECTIVITY,89947,53997
REMOVE_LINK,41212,758
ADD_LINK,87804,67805
REMOVE_LINK,63879,74233
ADD_LINK,11601,7639
CHECK_CONNECTIVITY,24849,14099
REMOVE_LINK,4529,38192
ADD_LINK,82057,36312
CHECK_CONNECTIVITY,59414,12099
ADD_LINK,36217,80361
REMOVE_LINK,49898,5969
REMOVE_LINK,49090,87858
REMOVE_LINK,15188,79940
CHECK_CONNECTIVITY,81905,23378
REMOVE_LINK,14936,38624
REMOVE_LINK,12592,11745
CHECK_CONNECTIVITY,73961,1340
REMOVE_LINK,37407,7785
ADD_LINK,1206,35669
ADD_LINK,52878,7145
REMOVE_LINK,963,74403
ADD_LINK,11010,73159
ADD_LINK,33616,82605
REMOVE_LINK,58048,50538
REMOVE_LINK,79826,30930
REMOVE_LINK,84143,55492
CHECK_CONNECTIVITY,75648,68434
CHECK_CONNECTIVITY,28462,53117
REMOVE_LINK,3603,22527
CHECK_CONNECTIVITY,42757,36772
CHECK_CONNECTIVITY,81614,85011
REMOVE_LINK,85177,13300
ADD_LINK,24576,39131
CHECK_CONNECTIVITY,33918,62263
ADD_LINK,38188,75133
CHECK_CONNECTIVITY,24540,34386
REMOVE_LINK,30370,71573
REMOVE_LINK,13034,2695
ADD_LINK,56388,40557
ADD_LINK,9678,42963
CHECK_CONNECTIVITY,41263,26376
REMOVE_LINK,20609,79633
ADD_LINK,41822,72339
CHECK_CONNECTIVITY,12798,18197
REMOVE_LINK,45048,60485
REMOVE_LINK,75862,7142
REMOVE_LINK,19843,18572
ADD_LINK,52214,58269
CHECK_CONNECTIVITY,18541,43592
REMOVE_LINK,53717,62357
CHECK_CONNECTIVITY,75360,41856
REMOVE_LINK,40995,61676
CHECK_CONNECTIVITY,9111,57086
CHECK_CONNECTIVITY,78048,73621
ADD_LINK,46672,89677
REMOVE_LINK,30966,51940
REMOVE_LINK,24915,34042
ADD_LINK,60288,37266
REMOVE_LINK,68734,43389
ADD_LINK,7722,87502
REMOVE_LINK,58233,77837
CHECK_CONNECTIVITY,5484,3536
CHECK_CONNECTIVITY,80161,52428
CHECK_CONNECTIVITY,18741,70158
CHECK_CONNECTIVITY,3787,66770
REMOVE_LINK,60433,34534
CHECK_CONNECTIVITY,80457,19026
CHECK_CONNECTIVITY,27157,33086
ADD_LINK,49101,61118
CHECK_CONNECTIVITY,31007,79130
ADD_LINK,51428,32355
CHECK_CONNECTIVITY,84704,22423
ADD_LINK,25346,61236
CHECK_CONNECTIVITY,85946,52583
ADD_LINK,20606,21834
ADD_LINK,59373,52144
ADD_LINK,41764,72496
ADD_LINK,54725,72300
REMOVE_LINK,89305,17080
REMOVE_LINK,14537,36467
REMOVE_LINK,14642,28100
CHECK_CONNECTIVITY,24309,81849
ADD_LINK,24195,13119
CHECK_CONNECTIVITY,85295,87526
ADD_LINK,26795,30325
REMOVE_LINK,68079,4434
ADD_LINK,1059,46997
CHECK_CONNECTIVITY,77424,40204
REMOVE_LINK,19340,29387
CHECK_CONNECTIVITY,61783,34454
REMOVE_LINK,75619,37843
ADD_LINK,31012,58358
CHECK_CONNECTIVITY,76769,31503
REMOVE_LINK,20432,15003
CHECK_CONNECTIVITY,80259,59157
CHECK_CONNECTIVITY,27561,75300
REMOVE_LINK,5449,908
CHECK_CONNECTIVITY,48266,88203
REMOVE_LINK,87357,10088
REMOVE_LINK,16967,54199
REMOVE_LINK,75466,50019
CHECK_CONNECTIVITY,24610,39620
CHECK_CONNECTIVITY,27483,33878
CHECK_CONNECTIVITY,69421,87599
REMOVE_LINK,28473,58003
CHECK_CONNECTIVITY,21683,88427
CHECK_CONNECTIVITY,32395,5898
CHECK_CONNECTIVITY,73398,1787
CHECK_CONNECTIVITY,52041,27197
ADD_LINK,68037,35412
ADD_LINK,70856,40084
CHECK_CONNECTIVITY,32462,6854
REMOVE_LINK,33508,16156
ADD_LINK,68840,36811
REMOVE_LINK,16426,85321
CHECK_CONNECTIVITY,9887,68565
CHECK_CONNECTIVITY,35903,47236
CHECK_CONNECTIVITY,38164,37985
REMOVE_LINK,34648,1654
CHECK_CONNECTIVITY,11423,14234
CHECK_CONNECTIVITY,39163,43693
REMOVE_LINK,55106,27907
CHECK_CONNECTIVITY,68902,8852
CHECK_CONNECTIVITY,36311,18723
REMOVE_LINK,41142,60818
ADD_LINK,66134,82417
ADD_LINK,81204,63239
CHECK_CONNECTIVITY,69924,72806
ADD_LINK,80249,49234
CHECK_CONNECTIVITY,24718,16392
ADD_LINK,68974,1688
ADD_LINK,16873,68963
CHECK_CONNECTIVITY,74180,63063
CHECK_CONNECTIVITY,55951,8693
REMOVE_LINK,84733,88814
ADD_LINK,87533,5827
CHECK_CONNECTIVITY,42530,43852
ADD_LINK,10620,22886
CHECK_CONNECTIVITY,42179,23063
CHECK_CONNECTIVITY,77629,87086
CHECK_CONNECTIVITY,39529,66736
REMOVE_LINK,21853,55794
REMOVE_LINK,50712,41183
REMOVE_LINK,25194,70372
ADD_LINK,68986,74601
ADD_LINK,82592,84914
REMOVE_LINK,1880,41188
REMOVE_LINK,43019,39724
CHECK_CONNECTIVITY,52709,51457
ADD_LINK,75621,53439
ADD_LINK,46981,82752
REMOVE_LINK,35535,29334
CHECK_CONNECTIVITY,40319,26684
CHECK_CONNECTIVITY,75751,50920
CHECK_CONNECTIVITY,25216,87086
REMOVE_LINK,56069,28889
CHECK_CONNECTIVITY,71429,53762
ADD_LINK,24925,45126
CHECK_CONNECTIVITY,1422,77700
CHECK_CONNECTIVITY,2028,88566
CHECK_CONNECTIVITY,15227,66652
REMOVE_LINK,73979,28216
REMOVE_LINK,6756,40583
REMOVE_LINK,31040,37468
REMOVE_LINK,3561,86343
ADD_LINK,87081,25577
ADD_LINK,52292,82933
REMOVE_LINK,672,69695
REMOVE_LINK,44920,78900
CHECK_CONNECTIVITY,69703,11594
REMOVE_LINK,10327,69193
CHECK_CONNECTIVITY,8378,66743
REMOVE_LINK,26186,36425
ADD_LINK,87562,8835
ADD_LINK,65884,18564
ADD_LINK,36197,42409
CHECK_CONNECTIVITY,48451,20290
ADD_LINK,24992,3785
CHECK_CONNECTIVITY,18663,53694
CHECK_CONNECTIVITY,29929,41318
REMOVE_LINK,53621,10132
CHECK_CONNECTIVITY,52392,52176
CHECK_CONNECTIVITY,5827,11646
ADD_LINK,35289,73200
REMOVE_LINK,50509,24249
ADD_LINK,79467,19332
ADD_LINK,59534,44513
CHECK_CONNECTIVITY,34752,15511
REMOVE_LINK,70109,47333
ADD_LINK,88194,25446
REMOVE_LINK,8042,77658
ADD_LINK,44164,59442
REMOVE_LINK,80059,78553
REMOVE_LINK,34461,70444
CHECK_CONNECTIVITY,45110,24924
CHECK_CONNECTIVITY,3333,13931
CHECK_CONNECTIVITY,61860,57067
REMOVE_LINK,68730,55245
REMOVE_LINK,40250,44229
ADD_LINK,57621,10884
ADD_LINK,37957,28731
CHECK_CONNECTIVITY,52201,9304
REMOVE_LINK,43839,18670
ADD_LINK,47279,9281
REMOVE_LINK,80915,67917
REMOVE_LINK,59712,80477
ADD_LINK,22922,75130
ADD_LINK,62903,8541
ADD_LINK,43720,48879
ADD_LINK,56278,21244
REMOVE_LINK,56157,32989
ADD_LINK,76499,88745
CHECK_CONNECTIVITY,17916,59562
CHECK_CONNECTIVITY,45234,80103
ADD_LINK,33313,46226
REMOVE_LINK,24692,77262
REMOVE_LINK,66259,26922
CHECK_CONNECTIVITY,49759,71160
CHECK_CONNECTIVITY,83131,21370
REMOVE_LINK,17971,83586
CHECK_CONNECTIVITY,16645,87612
REMOVE_LINK,21163,45105
CHECK_CONNECTIVITY,76350,72829
ADD_LINK,29266,74260
ADD_LINK,84914,3187
ADD_LINK,2652,57773
CHECK_CONNECTIVITY,23959,76817
CHECK_CONNECTIVITY,75199,83211
ADD_LINK,86368,4394
REMOVE_LINK,62974,18227
REMOVE_LINK,2762,76444
CHECK_CONNECTIVITY,14629,84456
ADD_LINK,78911,16132
CHECK_CONNECTIVITY,18024,42109
REMOVE_LINK,68856,16910
REMOVE_LINK,8472,43405
REMOVE_LINK,41576,67804
CHECK_CONNECTIVITY,8993,69570
REMOVE_LINK,57331,47566
REMOVE_LINK,32817,79879
REMOVE_LINK,57982,83946
ADD_LINK,54353,83382
REMOVE_LINK,55027,69639
REMOVE_LINK,61251,50971
REMOVE_LINK,77453,23152
CHECK_CONNECTIVITY,27129,9778
CHECK_CONNECTIVITY,79019,85122
REMOVE_LINK,47456,26552
REMOVE_LINK,6971,17472
ADD_LINK,14638,66922
CHECK_CONNECTIVITY,65113,53968
REMOVE_LINK,1829,47609
REMOVE_LINK,30007,49660
ADD_LINK,19260,52075
ADD_LINK,39770,27117
ADD_LINK,66274,5380
ADD_LINK,86856,86527
CHECK_CONNECTIVITY,29868,10224
REMOVE_LINK,32091,52425
CHECK_CONNECTIVITY,3319,54623
CHECK_CONNECTIVITY,57666,34342
ADD_LINK,46711,30649
REMOVE_LINK,68304,43077
CHECK_CONNECTIVITY,61102,59888
CHECK_CONNECTIVITY,19106,56762
ADD_LINK,33571,82856
ADD_LINK,66984,27881
ADD_LINK,9639,30421
CHECK_CONNECTIVITY,44526,68620
CHECK_CONNECTIVITY,84219,16114
REMOVE_LINK,81879,52647
CHECK_CONNECTIVITY,15426,20214
REMOVE_LINK,5232,57823
REMOVE_LINK,10533,53743
REMOVE_LINK,6570,77174
REMOVE_LINK,29042,45469
REMOVE_LINK,38565,54890
REMOVE_LINK,5639,23359
REMOVE_LINK,49905,21125
ADD_LINK,11158,45318
REMOVE_LINK,47056,67017
ADD_LINK,39742,75724
REMOVE_LINK,43890,79473
ADD_LINK,9068,69559
ADD_LINK,48433,47743
CHECK_CONNECTIVITY,46446,7839
ADD_LINK,56162,73166
CHECK_CONNECTIVITY,11549,66425
ADD_LINK,29692,71812
CHECK_CONNECTIVITY,19379,49169
CHECK_CONNECTIVITY,68828,73207
ADD_LINK,50748,84318
CHECK_CONNECTIVITY,74181,12550
ADD_LINK,78387,82852
ADD_LINK,44502,23917
ADD_LINK,60682,10536
REMOVE_LINK,27922,47771
CHECK_CONNECTIVITY,72545,29265
REMOVE_LINK,40329,42606
ADD_LINK,60493,18783
CHECK_CONNECTIVITY,63287,69889
ADD_LINK,19074,70150
CHECK_CONNECTIVITY,26800,57493
ADD_LINK,15196,76968
ADD_LINK,12180,34273
ADD_LINK,42515,73539
REMOVE_LINK,87535,3241
REMOVE_LINK,8061,60961
REMOVE_LINK,72967,32390
ADD_LINK,19177,42392
REMOVE_LINK,12474,74918
REMOVE_LINK,34650,22862
ADD_LINK,32607,10124
REMOVE_LINK,9721,8594
ADD_LINK,29218,3317
ADD_LINK,79450,53056
REMOVE_LINK,30021,19677
CHECK_CONNECTIVITY,66957,65397
CHECK_CONNECTIVITY,33368,38343
CHECK_CONNECTIVITY,62236,64848
ADD_LINK,12845,34299
REMOVE_LINK,65582,53016
REMOVE_LINK,2366,73012
CHECK_CONNECTIVITY,24528,87699
CHECK_CONNECTIVITY,12757,55454
CHECK_CONNECTIVITY,40010,52126
REMOVE_LINK,54343,46798
CHECK_CONNECTIVITY,20731,38673
ADD_LINK,84714,85165
CHECK_CONNECTIVITY,34092,28492
CHECK_CONNECTIVITY,56303,21620
ADD_LINK,56884,9732
ADD_LINK,88961,21862
REMOVE_LINK,11271,31432
ADD_LINK,68703,31171
REMOVE_LINK,8183,72344
CHECK_CONNECTIVITY,81947,31079
CHECK_CONNECTIVITY,282,52651
REMOVE_LINK,39747,34297
ADD_LINK,26834,1335
CHECK_CONNECTIVITY,73091,54476
CHECK_CONNECTIVITY,10136,13009
CHECK_CONNECTIVITY,44734,42027
CHECK_CONNECTIVITY,54946,89415
REMOVE_LINK,19421,11379
REMOVE_LINK,58424,26454
CHECK_CONNECTIVITY,31868,42731
CHECK_CONNECTIVITY,3549,42021
ADD_LINK,68859,2378
CHECK_CONNECTIVITY,82609,34296
CHECK_CONNECTIVITY,26853,11652
ADD_LINK,46435,55574
CHECK_CONNECTIVITY,83922,7032
CHECK_CONNECTIVITY,88338,60694
ADD_LINK,53388,8392
ADD_LINK,31497,11180
ADD_LINK,9285,69844
CHECK_CONNECTIVITY,61620,52695
ADD_LINK,29641,36298
ADD_LINK,88236,43429
CHECK_CONNECTIVITY,28160,7726
REMOVE_LINK,21464,12634
REMOVE_LINK,8787,71833
CHECK_CONNECTIVITY,79014,75924
CHECK_CONNECTIVITY,85997,18673
ADD_LINK,44290,50844
CHECK_CONNECTIVITY,35414,88498
REMOVE_LINK,47748,65440
ADD_LINK,61841,61498
CHECK_CONNECTIVITY,51056,7061
CHECK_CONNECTIVITY,23798,70830
ADD_LINK,44054,1887
REMOVE_LINK,61105,45586
CHECK_CONNECTIVITY,13666,29933
CHECK_CONNECTIVITY,77805,34825
ADD_LINK,13421,71900
REMOVE_LINK,51999,7197
ADD_LINK,38642,29772
ADD_LINK,37710,11139
ADD_LINK,52885,68704
ADD_LINK,41982,18066
CHECK_CONNECTIVITY,49072,48848
CHECK_CONNECTIVITY,36417,50381
CHECK_CONNECTIVITY,46289,45506
ADD_LINK,49306,8376
ADD_LINK,62157,38892
ADD_LINK,68212,71750
REMOVE_LINK,34094,32294
CHECK_CONNECTIVITY,29299,15851
REMOVE_LINK,36537,37980
REMOVE_LINK,78182,34481
ADD_LINK,21767,44146
ADD_LINK,66924,52201
REMOVE_LINK,1774,7759
CHECK_CONNECTIVITY,41395,64799
ADD_LINK,75299,69288
REMOVE_LINK,37893,3238
CHECK_CONNECTIVITY,73616,72350
CHECK_CONNECTIVITY,41291,72714
ADD_LINK,52319,35636
ADD_LINK,21386,33039
ADD_LINK,17188,46025
CHECK_CONNECTIVITY,68728,41226
ADD_LINK,87225,57268
CHECK_CONNECTIVITY,43588,73055
REMOVE_LINK,37061,51028
REMOVE_LINK,27482,63391
ADD_LINK,86224,79498
ADD_LINK,36199,15538
REMOVE_LINK,39113,64001
CHECK_CONNECTIVITY,28938,59719
ADD_LINK,42168,63709
ADD_LINK,37369,45721
ADD_LINK,41716,63155
REMOVE_LINK,24550,44469
REMOVE_LINK,65632,70406
CHECK_CONNECTIVITY,6375,4742
ADD_LINK,11546,87753
REMOVE_LINK,55504,63612
REMOVE_LINK,45398,8369
ADD_LINK,48744,25542
CHECK_CONNECTIVITY,11964,30361
REMOVE_LINK,89282,12500
ADD_LINK,29539,88093
CHECK_CONNECTIVITY,89639,52964
CHECK_CONNECTIVITY,48868,59110
ADD_LINK,23160,7543
CHECK_CONNECTIVITY,44231,44283
ADD_LINK,88932,12707
ADD_LINK,86490,37356
CHECK_CONNECTIVITY,88942,85241
CHECK_CONNECTIVITY,35941,31617
ADD_LINK,60764,73243
CHECK_CONNECTIVITY,55128,43380
ADD_LINK,48663,12968
REMOVE_LINK,63238,51415
CHECK_CONNECTIVITY,71791,60619
REMOVE_LINK,78110,69304
ADD_LINK,75038,84613
CHECK_CONNECTIVITY,28055,36925
CHECK_CONNECTIVITY,12777,55869
ADD_LINK,89076,64111
CHECK_CONNECTIVITY,74955,68513
REMOVE_LINK,78245,54768
CHECK_CONNECTIVITY,69162,17318
REMOVE_LINK,13478,82710
REMOVE_LINK,85549,15969
REMOVE_LINK,36789,51002
ADD_LINK,7453,65245
REMOVE_LINK,35710,86364
ADD_LINK,31110,70473
ADD_LINK,72706,16904
REMOVE_LINK,2015,26711
CHECK_CONNECTIVITY,75973,38068
ADD_LINK,65699,28172
CHECK_CONNECTIVITY,3977,50679
REMOVE_LINK,24650,40433
CHECK_CONNECTIVITY,5653,66466
CHECK_CONNECTIVITY,52312,80614
ADD_LINK,53388,68756
REMOVE_LINK,23317,14041
REMOVE_LINK,4896,80907
ADD_LINK,40173,61596
ADD_LINK,51909,86658
CHECK_CONNECTIVITY,51094,63746
